anime_id,watching,completed,on_hold,dropped,plan_to_watch,total,load_date,avg_score,favorites,anime_key
8249,92,1677,40,62,1062,2933,2022-03-11,6.17,0,12608
8297,88,2555,47,105,1016,3811,2022-03-11,5.58,3,12615
8314,29,415,21,63,319,847,2022-03-11,6.46,1,12621
8336,155,0,80,174,227,636,2022-03-11,5.92,1,12628
8355,17,136,13,86,159,411,2022-03-11,7.15,0,12635
8356,17,141,12,81,161,412,2022-03-11,7.15,0,12636
8357,23,138,15,89,180,445,2022-03-11,7.15,0,12637
8363,63,3131,35,89,601,3919,2022-03-11,7.15,5,12643
8365,61,2175,46,94,614,2990,2022-03-11,6.63,1,12645
8375,57,286,72,134,390,939,2022-03-11,5.86,3,12652
8394,216,2444,379,423,2263,5725,2022-03-11,6.87,13,12653
8403,14,152,9,75,154,404,2022-03-11,7.49,0,12654
8407,7110,217730,3645,4024,36435,268944,2022-03-11,7.49,871,12655
8417,15,130,11,76,130,362,2022-03-11,6.08,1,12661
8431,40,364,23,39,399,865,2022-03-11,6.08,1,12667
8446,15,318,5,26,145,509,2022-03-11,6.09,1,12673
8449,4509,43394,3068,6370,24944,82285,2022-03-11,6.25,343,12674
8460,3867,173927,1561,1909,30197,211461,2022-03-11,7.21,2261,12679
8481,962,16507,622,413,8870,27374,2022-03-11,7.29,32,12686
8494,16,126,4,62,116,324,2022-03-11,7.71,2,12693
8516,8545,281108,5515,5737,44838,345743,2022-03-11,7.71,1162,12701
8526,46,1369,15,37,590,2057,2022-03-11,5.67,0,12708
8538,162,988,105,179,1177,2611,2022-03-11,6.26,2,12712
8551,41,662,25,61,481,1270,2022-03-11,5.99,0,12719
8567,10,50,5,56,77,198,2022-03-11,6.01,1,12726
8577,1601,59812,764,989,8420,71586,2022-03-11,6.01,108,12727
8584,76,741,37,63,1073,1990,2022-03-11,5.98,2,12728
8595,23,89,10,58,153,333,2022-03-11,5.82,1,12729
8619,334,7035,184,163,3265,10981,2022-03-11,5.82,3,12735
8634,1571,53726,378,569,7329,63573,2022-03-11,6.99,301,12742
8645,7,329,3,31,72,442,2022-03-11,5.04,0,12746
8660,7,168,5,39,66,285,2022-03-11,5.47,0,12751
8661,8,530,6,44,103,691,2022-03-11,4.75,1,12752
8663,15,615,12,49,240,931,2022-03-11,4.59,3,12753
8669,11,295,9,74,243,632,2022-03-11,5.6,0,12758
8679,9,199,5,38,57,308,2022-03-11,5.21,0,12765
8696,11,270,4,29,75,389,2022-03-11,5.37,0,12772
8709,86,3951,98,129,1772,6036,2022-03-11,6.32,3,12779
8722,18,580,0,31,144,773,2022-03-11,5.65,1,12786
8731,9,466,9,63,144,691,2022-03-11,5.33,0,12793
8752,9,225,5,30,53,322,2022-03-11,5.43,0,12801
8753,36,223,21,104,211,595,2022-03-11,6.21,3,12802
8763,30,266,25,94,231,646,2022-03-11,5.87,2,12805
8768,1856,67263,633,452,19111,89315,2022-03-11,7.3,152,12809
8782,14,544,7,35,161,761,2022-03-11,5.42,1,12816
8812,75,349,50,117,1095,1686,2022-03-11,5.98,2,12823
8815,43,873,37,116,342,1411,2022-03-11,6.25,3,12824
8829,45,154,27,107,212,545,2022-03-11,6.31,1,12825
8840,82,2578,57,63,1019,3799,2022-03-11,6.31,4,12828
8861,17613,290692,8872,22041,96557,435775,2022-03-11,6.13,2048,12835
8889,49,721,24,51,525,1370,2022-03-11,4.87,3,12841
8899,28,218,28,100,285,659,2022-03-11,6.21,1,12848
8919,27,364,13,46,266,716,2022-03-11,5.9,0,12854
8937,16702,300953,10381,7802,80829,416667,2022-03-11,7.56,1698,12862
8939,43,4311,20,47,812,5233,2022-03-11,5.76,1,12863
8949,40,808,26,62,502,1438,2022-03-11,6.32,1,12864
8950,81,1102,55,99,1413,2750,2022-03-11,6.67,4,12865
8955,21,90,18,52,295,476,2022-03-11,6.04,0,12868
8964,77,952,54,149,725,1957,2022-03-11,6.04,4,12876
8965,30,694,19,61,467,1271,2022-03-11,6.26,1,12877
8967,20,123,12,46,240,441,2022-03-11,7.44,1,12879
8995,887,12690,543,265,8357,22742,2022-03-11,7.44,51,12885
9014,1589,25803,778,750,9981,38901,2022-03-11,6.05,106,12893
9041,18824,443218,8649,17386,89400,577477,2022-03-11,6.66,2175,12900
9061,35,144,30,75,296,580,2022-03-11,7.73,2,12907
9074,5983,101221,5206,4245,34545,151200,2022-03-11,7.73,400,12912
46414,0,0,0,0,0,0,2022-03-11,6.18,0,19948
46416,0,0,0,0,0,0,2022-03-11,6.18,0,19950
46417,0,0,0,0,0,0,2022-03-11,6.18,0,19951
46418,0,0,0,0,0,0,2022-03-11,6.18,0,19952
9100,135,825,95,99,1644,2798,2022-03-11,6.18,1,12919
9124,107,5553,78,97,1931,7766,2022-03-11,7.38,4,12926
9163,41,470,25,98,418,1052,2022-03-11,6.26,0,12933
9177,50,246,35,79,646,1056,2022-03-11,5.96,0,12941
9181,7914,237435,3810,4128,45209,298496,2022-03-11,7.3,904,12942
9200,66,994,48,86,516,1710,2022-03-11,7.14,12,12943
9204,427,8904,166,209,7003,16709,2022-03-11,8.02,155,12947
9232,360,6344,151,231,1747,8833,2022-03-11,5.92,9,12954
9253,140973,1370507,76409,45111,546082,2179082,2022-03-11,9.09,166583,12961
9288,111,4604,70,133,1551,6469,2022-03-11,7.6,12,12968
9318,15,636,5,32,156,844,2022-03-11,4.48,1,12975
9335,412,8523,245,265,4315,13760,2022-03-11,6.66,10,12982
9344,27,426,22,41,329,845,2022-03-11,5.98,0,12989
9353,169,3222,132,124,2427,6074,2022-03-11,6.65,1,12996
9367,10589,215610,5621,12701,51726,296247,2022-03-11,6.83,1062,13003
9385,40,329,14,54,312,749,2022-03-11,5.86,1,13008
9387,18,151,11,57,151,388,2022-03-11,6.14,0,13009
9389,24,272,14,52,206,568,2022-03-11,6.14,0,13010
9403,27,216,17,64,297,621,2022-03-11,6.11,0,13017
9421,23,269,3,23,206,524,2022-03-11,6.41,0,13022
9445,44,273,26,43,408,794,2022-03-11,5.76,0,13029
9471,1675,98567,839,610,16270,117961,2022-03-11,7.59,108,13036
9496,24,140,8,43,252,467,2022-03-11,4.59,0,13043
9509,61,941,23,56,678,1759,2022-03-11,4.59,1,13050
9520,42,176,36,105,344,703,2022-03-11,6.16,2,13056
9531,39,373,9,44,288,753,2022-03-11,6.16,1,13063
9544,257,19541,96,111,3301,23306,2022-03-11,7.15,40,13070
9562,21,60,8,86,126,301,2022-03-11,6.1,2,13077
9587,4178,48781,2360,6065,21798,83182,2022-03-11,6.1,76,13084
9611,2016,11948,700,388,5487,20539,2022-03-11,7.33,29,13091
9630,117,2266,103,113,1589,4188,2022-03-11,6.77,5,13098
9665,31,118,17,62,375,603,2022-03-11,6.54,0,13104
9690,364,13907,204,207,3913,18595,2022-03-11,6.54,23,13109
9723,318,8152,184,181,4339,13174,2022-03-11,7.11,15,13116
9736,5895,84811,3628,6681,32509,133524,2022-03-11,6.53,225,13123
9737,855,4577,779,1309,5829,13349,2022-03-11,6.33,13,13124
9745,552,18148,294,229,8301,27524,2022-03-11,7.59,67,13127
9759,22,221,14,46,262,565,2022-03-11,6.19,0,13134
9776,4374,51686,3574,5738,28355,93727,2022-03-11,6.95,282,13141
9790,2322,95901,1065,832,24183,124303,2022-03-11,7.58,258,13148
9798,102,2423,70,79,2150,4824,2022-03-11,6.9,6,13155
9812,17,95,7,65,131,315,2022-03-11,5.47,0,13162
9825,15,104,4,50,108,281,2022-03-11,5.47,0,13169
9850,16,403,7,53,125,604,2022-03-11,5.47,0,13177
9863,18306,78693,16962,15650,76778,206389,2022-03-11,8.23,3061,13183
9878,24,207,13,54,211,509,2022-03-11,5.91,0,13190
9885,24,130,8,72,151,385,2022-03-11,5.49,0,13197
9902,16,60,3,36,65,180,2022-03-11,5.49,0,13204
9910,10,205,3,35,55,308,2022-03-11,5.49,0,13209
9925,560,41102,365,219,8022,50268,2022-03-11,7.21,24,13216
9936,13004,164172,5756,11164,61438,255534,2022-03-11,6.35,365,13222
9948,19,82,12,51,183,347,2022-03-11,6.55,0,13229
9957,17,211,17,42,538,825,2022-03-11,6.55,1,13236
9972,34,329,22,62,351,798,2022-03-11,6.0,2,13243
9981,7150,50882,6414,10005,27642,102093,2022-03-11,7.18,213,13248
9996,1845,3593,1750,1299,16355,24842,2022-03-11,7.97,270,13255
10012,8301,104892,5559,3951,54022,176725,2022-03-11,7.88,1500,13261
10029,2130,121376,1014,402,37313,162235,2022-03-11,7.81,895,13268
10039,10,144,7,47,100,308,2022-03-11,6.43,0,13272
10055,56,1155,45,69,926,2251,2022-03-11,6.43,1,13279
10067,1678,198327,1103,535,26288,227931,2022-03-11,7.46,225,13286
10080,8605,295673,5338,4002,44914,358532,2022-03-11,7.9,944,13293
10104,67,906,39,63,657,1732,2022-03-11,5.43,0,13299
10115,34,594,13,71,424,1136,2022-03-11,6.89,6,13307
10116,53,2993,44,84,584,3758,2022-03-11,6.85,1,13308
10118,24,222,37,70,397,750,2022-03-11,6.08,0,13309
10119,10750,77841,5334,1849,22406,118180,2022-03-11,7.77,109,13310
10135,30,223,21,93,164,531,2022-03-11,6.1,0,13313
10155,7907,107021,5467,11454,44508,176357,2022-03-11,6.89,549,13321
10177,190,2192,160,276,1751,4569,2022-03-11,6.12,10,13328
10196,813,19496,297,277,6756,27639,2022-03-11,6.43,60,13335
10207,34,638,23,36,506,1237,2022-03-11,6.4,0,13342
10219,259,10652,136,140,3142,14329,2022-03-11,6.28,5,13349
10241,21,344,11,108,140,624,2022-03-11,5.71,1,13356
10250,44,750,35,177,140,1146,2022-03-11,5.94,6,13363
10263,59,2888,39,56,753,3795,2022-03-11,6.11,11,13370
10285,18,162,5,63,133,381,2022-03-11,5.96,0,13376
10306,83,585,56,58,1069,1851,2022-03-11,5.96,0,13383
10330,920,34067,514,1505,3678,40684,2022-03-11,6.2,60,13390
10347,94,334,50,248,456,1182,2022-03-11,5.45,2,13397
10354,54,776,38,60,816,1744,2022-03-11,5.4,0,13403
10361,79,1412,63,92,1503,3149,2022-03-11,6.3,0,13408
10379,8440,139622,4231,2223,71589,226105,2022-03-11,8.58,1302,13415
10405,34,2451,25,52,557,3119,2022-03-11,6.19,0,13422
10435,32,310,19,53,463,877,2022-03-11,5.7,1,13429
10456,10230,78174,6496,11111,61151,167162,2022-03-11,7.05,788,13435
10470,671,23788,280,278,8661,33678,2022-03-11,6.65,25,13443
10585,8,483,2,31,65,589,2022-03-11,4.57,0,13492
10490,15329,173432,9100,16765,101224,315850,2022-03-11,6.53,911,13449
10504,346,8663,306,263,5631,15209,2022-03-11,7.08,20,13456
10516,86,2730,38,53,1269,4176,2022-03-11,6.44,5,13462
10531,147,6689,117,135,1996,9084,2022-03-11,7.32,7,13470
10532,295,8760,191,171,4319,13736,2022-03-11,6.78,9,13471
10533,38,137,22,84,231,512,2022-03-11,5.81,0,13472
10545,93,2583,53,84,1056,3869,2022-03-11,5.81,5,13478
10568,11396,110507,8563,9626,83306,223398,2022-03-11,7.5,765,13485
10602,16,69,8,44,175,312,2022-03-11,6.77,0,13499
10622,521,22667,377,214,8701,32480,2022-03-11,6.77,20,13505
10628,284,5207,189,138,3337,9155,2022-03-11,7.23,9,13509
10648,22,156,12,45,287,522,2022-03-11,5.22,1,13516
10674,11,496,3,27,121,658,2022-03-11,5.22,0,13521
10687,306,20113,140,211,4437,25207,2022-03-11,6.19,33,13527
10702,286,16626,123,139,3008,20182,2022-03-11,6.62,30,13534
10711,4942,120646,1758,1340,53526,182212,2022-03-11,7.22,543,13540
10713,575,27088,318,169,7917,36067,2022-03-11,7.34,15,13541
10714,538,25581,281,163,7696,34259,2022-03-11,7.45,16,13542
10715,572,24636,294,174,7844,33520,2022-03-11,7.55,12,13543
10716,515,23877,286,157,7828,32663,2022-03-11,7.51,14,13544
10731,173,7366,104,136,2379,10158,2022-03-11,7.46,13,13551
10741,17,101,11,45,204,378,2022-03-11,5.66,0,13558
10758,21,209,26,110,173,539,2022-03-11,5.66,0,13565
10775,151,2273,125,125,2502,5176,2022-03-11,6.98,5,13572
10797,51,93,12,111,171,438,2022-03-11,7.3,1,13578
10805,1141,82156,614,383,14779,99073,2022-03-11,7.3,86,13585
10819,91,2287,83,82,1517,4060,2022-03-11,6.89,0,13592
10832,156,2344,175,150,1728,4553,2022-03-11,6.32,3,13599
10850,16,82,10,61,85,254,2022-03-11,7.22,0,13606
10862,130,3149,112,137,1710,5238,2022-03-11,7.22,2,13611
10886,174,4089,114,147,2216,6740,2022-03-11,6.47,4,13617
10905,106,2020,83,99,1425,3733,2022-03-11,6.35,0,13624
10923,137,4683,85,89,1785,6779,2022-03-11,6.96,2,13631
10936,119,2039,72,64,1366,3660,2022-03-11,6.67,0,13637
10953,13,66,8,53,69,209,2022-03-11,5.96,0,13645
10987,18,143,14,70,142,387,2022-03-11,5.96,1,13652
11005,1842,24257,624,769,12529,40021,2022-03-11,5.96,44,13658
11043,27,305,14,37,334,717,2022-03-11,5.66,0,13665
11083,289,8065,159,206,2699,11418,2022-03-11,6.67,13,13673
11101,35,294,16,60,311,716,2022-03-11,5.97,2,13679
11179,7328,122248,3866,5205,39961,178608,2022-03-11,7.29,606,13687
11227,3639,28147,2520,3765,27966,66037,2022-03-11,6.9,124,13694
11241,6951,87798,4627,7534,32361,139271,2022-03-11,6.77,236,13698
11281,37,687,25,55,474,1278,2022-03-11,6.53,2,13705
11313,1563,24437,776,608,12848,40232,2022-03-11,7.21,57,13709
11371,2097,39671,1362,1410,11175,55715,2022-03-11,7.55,196,13716
11433,13966,208302,8869,10196,107592,348925,2022-03-11,7.44,1969,13723
46422,0,0,0,0,4211,4211,2022-03-11,6.66,17,19955
46423,0,0,0,0,0,0,2022-03-11,6.66,0,19956
46424,0,0,0,0,0,0,2022-03-11,6.66,0,19957
46425,0,0,0,0,0,0,2022-03-11,6.66,0,19958
11491,2196,31503,1160,2439,13243,50541,2022-03-11,6.66,24,13731
11521,32,385,20,76,243,756,2022-03-11,5.91,1,13737
11525,22,86,11,66,157,342,2022-03-11,7.57,1,13738
11531,600,25254,327,225,9108,35514,2022-03-11,7.57,28,13739
11533,29,149,19,72,235,504,2022-03-11,5.95,0,13740
11543,22,1804,8,33,177,2044,2022-03-11,5.95,3,13743
11579,21,704,6,31,148,910,2022-03-11,5.13,1,13750
11615,367,9428,216,215,2340,12566,2022-03-11,6.66,5,13758
11661,79,1051,19,74,682,1905,2022-03-11,5.45,2,13764
11687,36,4261,9,54,406,4766,2022-03-11,4.18,3,13771
11701,1524,149345,881,499,22604,174853,2022-03-11,7.29,156,13778
11729,24,721,4,33,151,933,2022-03-11,5.28,0,13785
11751,6020,49808,3446,5311,41531,106116,2022-03-11,7.02,975,13793
11755,519,8438,247,323,7803,17330,2022-03-11,6.47,20,13794
11757,96343,2304192,31796,111740,144187,2688258,2022-03-11,7.2,63050,13795
46426,0,0,0,0,0,0,2022-03-11,5.78,0,19959
46427,0,0,0,0,0,0,2022-03-11,5.78,0,19960
46428,0,0,0,0,0,0,2022-03-11,5.78,0,19961
46429,0,0,0,0,0,0,2022-03-11,5.78,0,19962
11763,3367,18382,1921,5781,20442,49893,2022-03-11,5.78,78,13798
11783,3624,70842,2724,3282,16191,96663,2022-03-11,7.03,140,13804
11793,140,5275,149,94,2746,8404,2022-03-11,7.4,4,13809
11837,6411,72331,3586,6943,34221,123492,2022-03-11,6.86,247,13816
11873,20,366,20,89,145,640,2022-03-11,6.15,0,13824
11915,26,2066,12,68,247,2419,2022-03-11,3.38,0,13830
11979,2594,130290,1332,978,46741,181935,2022-03-11,8.38,991,13836
12027,27,275,24,89,474,889,2022-03-11,6.16,2,13844
12039,36,153,24,91,435,739,2022-03-11,5.76,1,13849
12101,77,1776,34,87,1042,3016,2022-03-11,5.76,5,13856
12131,238,2936,169,191,2476,6010,2022-03-11,6.17,3,13863
12149,2218,33792,1867,3286,16773,57936,2022-03-11,7.36,631,13870
12187,633,35573,379,192,7408,44185,2022-03-11,7.47,10,13877
12237,244,1945,120,204,2529,5042,2022-03-11,5.73,4,13884
12291,14055,171243,10020,11974,81217,288509,2022-03-11,7.49,2445,13891
12343,98,1971,82,65,1288,3504,2022-03-11,6.61,4,13898
12367,2580,19435,1734,3514,13324,40587,2022-03-11,6.14,40,13905
12401,35,301,10,39,388,773,2022-03-11,5.54,1,13910
12433,101,3078,60,52,1432,4723,2022-03-11,6.07,9,13918
12449,893,20099,490,533,7246,29261,2022-03-11,6.17,17,13924
12451,15,122,12,50,150,349,2022-03-11,6.56,0,13925
12455,174,5118,160,129,3058,8639,2022-03-11,6.56,4,13926
12461,5594,56777,3763,7267,30627,104028,2022-03-11,6.72,372,13927
12481,62,1033,37,64,423,1619,2022-03-11,6.59,9,13931
12503,699,41969,662,692,11359,55381,2022-03-11,6.49,60,13938
12565,1934,72243,838,467,26890,102372,2022-03-11,6.67,105,13945
12599,39,1234,18,46,300,1637,2022-03-11,5.14,1,13952
12603,38,774,5,58,208,1083,2022-03-11,5.61,2,13953
12611,1982,6399,1748,3636,9311,23076,2022-03-11,6.42,30,13954
12637,150,10602,73,122,1853,12800,2022-03-11,7.22,13,13957
12665,379,16064,250,187,6730,23610,2022-03-11,6.37,24,13964
12669,737,24455,458,283,7302,33235,2022-03-11,7.21,22,13965
12671,282,38586,205,214,4004,43291,2022-03-11,6.44,9,13966
12673,512,30874,270,138,5868,37662,2022-03-11,7.19,19,13967
12689,51,523,27,37,522,1160,2022-03-11,6.13,1,13971
12727,80,2136,72,72,967,3327,2022-03-11,6.84,0,13978
12759,15,83,2,54,88,242,2022-03-11,6.75,0,13983
12783,1640,55049,863,639,28929,87120,2022-03-11,6.75,249,13990
12807,14,135,8,69,124,350,2022-03-11,5.56,0,13997
12851,46,513,25,75,452,1111,2022-03-11,5.56,0,14003
12865,55,1534,34,91,697,2411,2022-03-11,5.14,9,14008
12883,8476,67657,7152,7195,66803,157283,2022-03-11,7.67,2187,14014
12903,21,106,4,55,198,384,2022-03-11,6.43,0,14021
12935,26,1905,22,31,290,2274,2022-03-11,6.43,4,14029
12981,30,95,22,40,533,720,2022-03-11,7.22,1,14036
13055,2684,80380,1804,782,15250,100900,2022-03-11,7.22,51,14043
13093,616,29438,335,216,6945,37550,2022-03-11,7.27,71,14050
13103,18,45,8,52,236,359,2022-03-11,8.31,0,14051
13125,48493,280446,33446,30456,309748,702589,2022-03-11,8.31,20915,14055
13161,15400,267725,6672,13838,68131,371766,2022-03-11,6.79,1078,14063
13175,83,3035,47,64,1287,4516,2022-03-11,6.28,1,14070
13203,3654,24613,2527,1821,22789,55404,2022-03-11,7.77,412,14077
13245,567,6927,370,204,2500,10568,2022-03-11,7.51,12,14083
13261,1783,39462,1004,1589,5093,48931,2022-03-11,7.19,294,14090
13299,42,328,18,51,346,785,2022-03-11,5.53,0,14097
17563,28,177,20,31,303,559,2022-03-11,7.34,0,14787
13335,876,15034,367,222,14583,31082,2022-03-11,7.34,108,14104
13367,9408,123520,4374,7166,48473,192941,2022-03-11,6.54,233,14109
13403,1136,70260,550,369,13099,85414,2022-03-11,7.56,91,14115
13429,730,15606,440,279,9890,26945,2022-03-11,7.36,19,14123
13431,31,151,19,100,189,490,2022-03-11,5.31,1,14124
13433,41,120,24,78,186,449,2022-03-11,5.31,0,14125
13459,16,56,5,71,90,238,2022-03-11,5.31,0,14132
13501,9,81,9,52,83,234,2022-03-11,5.31,0,14140
13515,23,294,10,38,197,562,2022-03-11,5.31,0,14147
13553,15,111,4,64,215,409,2022-03-11,7.49,2,14154
13629,145,15393,61,91,2752,18442,2022-03-11,7.49,68,14162
13673,119,3399,44,57,1263,4882,2022-03-11,5.9,3,14169
13693,33,349,10,46,261,699,2022-03-11,5.49,1,14175
13759,55590,772937,32095,30125,217670,1108417,2022-03-11,8.12,25395,14182
13807,1951,99948,800,737,25727,129163,2022-03-11,6.0,167,14190
17985,11,180,5,46,108,350,2022-03-11,6.62,0,14885
13817,24,120,14,68,224,450,2022-03-11,6.62,0,14191
13819,17,112,12,66,120,327,2022-03-11,6.62,1,14192
13833,493,16835,156,152,5194,22830,2022-03-11,6.62,30,14197
13857,15,285,7,20,112,439,2022-03-11,5.57,0,14204
13931,190,4965,170,161,3537,9023,2022-03-11,7.28,11,14208
13969,25,1500,14,44,369,1952,2022-03-11,6.26,0,14215
13971,33,2761,22,79,707,3602,2022-03-11,5.22,2,14216
13983,31,787,16,51,466,1351,2022-03-11,5.91,0,14217
13993,112,802,76,88,1848,2926,2022-03-11,5.93,3,14218
14039,31,94,24,43,639,831,2022-03-11,7.94,0,14222
14075,31727,296624,22359,21299,173395,545404,2022-03-11,7.94,6307,14229
14131,11681,159856,7384,10015,74536,263472,2022-03-11,7.52,4636,14236
14199,15207,162670,7787,13251,73010,271925,2022-03-11,6.47,412,14243
14247,32,737,14,45,341,1169,2022-03-11,5.96,1,14250
14249,16,211,12,51,242,532,2022-03-11,6.07,1,14251
46565,0,0,0,0,0,0,2022-03-11,5.9,0,20090
46570,0,0,0,0,0,0,2022-03-11,5.9,0,20094
46573,0,0,0,0,0,0,2022-03-11,5.9,0,20097
46584,0,0,0,0,0,0,2022-03-11,5.9,0,20108
14253,23,185,6,48,192,454,2022-03-11,5.9,1,14252
14267,407,7004,254,230,9694,17589,2022-03-11,7.3,12,14253
14277,1093,10858,819,1946,4609,19325,2022-03-11,6.22,14,14254
14283,3321,31270,2304,5770,20417,63082,2022-03-11,6.45,92,14255
14289,21779,417757,10903,16070,113169,579678,2022-03-11,7.44,4455,14256
14345,23676,575595,12935,21247,141372,774825,2022-03-11,7.32,3201,14260
14373,561,11529,222,183,7012,19507,2022-03-11,6.28,21,14267
46600,0,0,0,0,0,0,2022-03-11,8.03,0,20122
46603,0,0,0,0,0,0,2022-03-11,8.03,0,20125
46616,0,0,0,0,0,0,2022-03-11,8.03,0,20129
46620,0,0,0,0,0,0,2022-03-11,8.03,0,20132
14513,51887,625538,33099,27189,179365,917078,2022-03-11,8.03,8357,14274
14563,387,1727,333,579,2185,5211,2022-03-11,5.25,3,14280
14631,9,101,5,64,129,308,2022-03-11,6.68,0,14287
14685,138,2754,113,101,1504,4610,2022-03-11,6.68,0,14294
14749,22093,328700,10708,15227,112074,488802,2022-03-11,6.97,1649,14301
14751,18945,59577,12394,15729,24562,131207,2022-03-11,7.07,1006,14302
14753,31615,16849,7407,3665,38835,98371,2022-03-11,7.38,518,14303
46624,0,0,0,0,0,0,2022-03-11,7.17,0,20136
46634,0,0,0,0,0,0,2022-03-11,7.17,0,20142
46638,0,0,0,0,0,0,2022-03-11,7.17,0,20146
46641,0,0,0,0,0,0,2022-03-11,7.17,0,20149
14765,8862,50630,5472,8947,29752,103663,2022-03-11,7.17,343,14304
14811,7551,91985,4460,5415,51720,161131,2022-03-11,7.32,713,14307
14827,1438,14582,830,1222,10112,28184,2022-03-11,6.53,35,14311
14889,204,3041,98,93,1901,5337,2022-03-11,6.33,1,14318
14949,46,1278,25,45,436,1830,2022-03-11,6.11,1,14325
15037,8324,257871,4268,6258,59975,336696,2022-03-11,6.47,1472,14333
15061,5408,10128,3388,4140,14901,37965,2022-03-11,7.41,767,14339
46644,0,0,0,0,0,0,2022-03-11,5.43,0,20152
47593,0,0,0,0,0,0,2022-03-11,5.43,0,20983
47596,0,0,0,0,0,0,2022-03-11,5.43,0,20986
47599,0,0,0,0,0,0,2022-03-11,5.43,0,20989
15111,20,55,7,52,100,234,2022-03-11,5.43,1,14347
15137,16,270,11,57,127,481,2022-03-11,5.43,0,14354
15197,1842,91327,1059,599,29375,124202,2022-03-11,7.49,190,14360
15227,4291,80338,1657,692,71259,158237,2022-03-11,8.22,1256,14366
15279,91,1050,36,47,942,2166,2022-03-11,6.4,6,14367
15291,164,6188,51,129,1170,7702,2022-03-11,6.66,13,14368
15307,102,3120,63,114,1227,4626,2022-03-11,7.32,8,14369
15313,473,6635,374,781,2968,11231,2022-03-11,6.21,21,14370
15377,4628,55336,2795,3616,24573,90948,2022-03-11,6.73,80,14377
15407,456,0,231,172,8154,9013,2022-03-11,5.97,5,14383
15451,22659,711571,8790,11303,54184,808507,2022-03-11,7.5,4307,14390
15565,6459,89565,2841,4826,31632,135323,2022-03-11,6.15,139,14404
15591,301,13811,208,127,5378,19825,2022-03-11,7.4,8,14408
15605,6544,118363,3570,12560,25034,166071,2022-03-11,6.01,688,14409
15607,16,283,12,71,243,625,2022-03-11,6.24,0,14410
46769,0,0,0,0,0,0,2022-03-11,7.26,0,20264
46771,0,0,0,0,0,0,2022-03-11,7.26,0,20266
46773,0,0,0,0,0,0,2022-03-11,7.26,0,20268
46774,0,0,0,0,0,0,2022-03-11,7.26,0,20269
15651,1664,17835,1408,1361,11617,33885,2022-03-11,7.26,39,14417
15687,2490,103576,1430,1119,21166,129781,2022-03-11,7.26,175,14422
15729,1317,30595,654,578,8299,41443,2022-03-11,6.55,34,14428
15749,94,124,153,152,191,714,2022-03-11,5.82,1,14432
15775,3254,49215,1698,855,30528,85550,2022-03-11,7.49,252,14436
15785,198,9134,127,157,1953,11569,2022-03-11,6.96,13,14439
15807,282,11988,171,173,3742,16356,2022-03-11,6.96,6,14443
15811,1059,25592,834,405,6061,33951,2022-03-11,7.2,29,14445
15813,446,7399,222,140,7945,16152,2022-03-11,7.39,18,14446
15815,14,174,12,53,168,421,2022-03-11,6.01,0,14447
15823,12,204,8,69,166,459,2022-03-11,5.81,0,14449
15875,28,180,15,100,273,596,2022-03-11,6.24,1,14454
15883,1589,11370,1352,3415,7922,25648,2022-03-11,6.16,17,14457
15891,116,2966,55,75,1183,4395,2022-03-11,5.31,1,14458
15897,21,70,10,61,123,285,2022-03-11,6.52,0,14461
15913,17,167,19,71,155,429,2022-03-11,6.52,1,14464
15915,29,120,11,68,226,454,2022-03-11,7.41,0,14465
15925,59,4745,36,113,531,5484,2022-03-11,7.41,4,14466
15927,468,24442,278,159,5546,30893,2022-03-11,7.34,5,14467
15961,103,440,44,89,805,1481,2022-03-11,6.32,15,14473
15989,434,9849,223,134,2702,13342,2022-03-11,7.54,21,14478
16011,26365,260708,15297,18706,117152,438228,2022-03-11,7.46,1905,14484
16041,14,115,8,49,123,309,2022-03-11,7.41,1,14490
16123,1523,19013,780,753,10196,32265,2022-03-11,7.41,117,14497
16163,12,196,4,60,114,386,2022-03-11,5.82,2,14503
16201,9801,77025,7299,16567,80100,190792,2022-03-11,7.14,2706,14507
16241,1253,25367,642,628,6676,34566,2022-03-11,7.55,53,14511
16257,22,100,12,54,249,437,2022-03-11,5.73,2,14517
16319,67,2840,47,75,861,3890,2022-03-11,5.73,0,14524
16355,5670,55181,4202,8996,29542,103591,2022-03-11,6.69,152,14530
16381,103,2644,61,74,1716,4598,2022-03-11,5.76,3,14535
16395,359,15037,225,183,4401,20205,2022-03-11,7.93,16,14539
16415,52,837,50,88,958,1985,2022-03-11,5.95,2,14543
16436,211,11952,77,180,2420,14840,2022-03-11,3.37,17,14547
16458,22,140,6,61,203,432,2022-03-11,7.18,0,14551
16468,417,19490,296,196,4888,25287,2022-03-11,7.18,18,14553
16482,8,85,6,63,87,249,2022-03-11,8.52,0,14555
16498,174999,2894770,44701,51771,151724,3317965,2022-03-11,8.52,147561,14558
16508,162,2657,99,122,1370,4410,2022-03-11,5.98,1,14560
16518,3781,39422,2403,5051,15562,66219,2022-03-11,6.46,60,14564
16524,13951,210483,7790,8860,67410,308494,2022-03-11,7.47,1150,14565
16552,13,70,5,51,113,252,2022-03-11,2.75,0,14569
16562,16,114,8,56,121,315,2022-03-11,2.75,0,14574
16570,9,171,12,80,104,376,2022-03-11,2.75,1,14578
16590,17,114,5,57,161,354,2022-03-11,2.75,0,14583
16608,113,17858,38,154,1060,19223,2022-03-11,2.75,54,14588
